nota_fiscal;estabelecimento;pn_fornecedor;descricao_fornecedor;data_fiscal;item;numero_processo;Contrato;status_do_contrato;vencimento;depto_de_compras;quantidade_unidade_estoque;preco_total_linha;cond.pagamento;departamento;família;gestão;curva
8;SRS;070092409;MARIA DE FATIMA PEREIRA GOMES 85227;17/06/2026;DCSR00171100;OC0063399;CS0001130;Ativo;31/01/2027;SRSADM;66;1650;10 DIAS;RECURSOS HUMANOS;FORN KITS ANIVERSARIO ;ADMINISTRATIVO;
104698;SRS;090010296;ABC 71 SOLUCOES EM INFOR. LTDA;17/06/2026;DCSR00010517;OC0063761;CS0000984;Ativo;31/03/2050;SRSADM;1901,56;1901,56;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;Indef
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130503;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;440;440;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130510;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;1200;1200;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130510;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;400;400;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130510;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;540;540;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130503;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;2910,21;2910,21;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130510;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;50;50;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130510;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;440;440;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
62678;VIES;070091785;GC LOCACAO DE EQUIPAMENTOS LTDA.;17/06/2026;DCSR99999902;OC0062559;CS0001078;Ativo;28/08/2028;VIESFB;1515;1515;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
2541;SRS;070091805;SERVIG SERVICOS LTDA;17/06/2026;DCSR00170526;OC0063292;CS0001084;Ativo;23/11/2026;SRSFAB;58323,15;-58323,15;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
1159;SRS;070091017;VERZANI & SANDRINI S.A.;17/06/2026;DCSR00170526;OC0062987;CS0001050;Ativo;31/07/2027;SRSADM;30413,44;30413,44;30 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
413;VIES;070091293;TGR PROJETOS LTDA;17/06/2026;DCSR00130510;OC0062582;CS0001043;Ativo;30/06/2026;VIESFB;1022,92;1022,92;21 DIAS;ENGENHARIA INDUSTRIAL;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
223;SRS;070091018;VERZANI & SANDRINI SEG. PATRIMONIAL;17/06/2026;DCSR00110201;OC0062990;CS0001051;Ativo;23/02/2027;SRSADM;68955,29;68955,29;30 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
75135;VIES;070090222;DJ LOCAÇÃO DE EQUIP DE TI LTDA.;16/06/2026;DCSR99999902;OC0063708;CS0000994;Ativo;30/12/2026;VIESAD;9301,59;9301,59;30 DIAS;TI;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;ADMINISTRATIVO;
739239;OUROS;090010097;CAMARA COM. ENERGIA ELET. CCEE;16/06/2026;DCN999990030;OC0063712;CS0000876;Ativo;31/03/2050;COFAB;686;685,92;30 DIAS;MANUFATURA CO;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
7641;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;16/06/2026;DCSR99999908;OC0063522;CS0000696;Ativo;30/06/2026;333ADM;6186,52;6168,52;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
18825;SRS;070092016;DATAMARK-LTDA;16/06/2026;DCSR00010516;OC0057710;CS0001092;Ativo;31/03/2039;SRSADM;1;6708;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
2439693;SRS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;16/06/2026;DCSR00100206;OC0063686;CS0001120;Ativo;29/10/2026;SRSADM;170541;170541;30 DIAS;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
744047;SRS;090010097;CAMARA COM. ENERGIA ELET. CCEE;16/06/2026;DCN999990030;OC0063713;CS0000874;Ativo;31/03/2050;SRSFAB;708;708,32;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
3734;VIES;070090846;TENSAO ELETRICA MANU. E  INST. LTDA;16/06/2026;DCSR00140114;OC0063432;CS0001023;Ativo;31/12/2026;VIESFB;2300;2300;30 DIAS;MANUFATURA VIES;MANUTENÇÃO ELÉTRICA;INDUSTRIAL VIES;B
2439595;VIES;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;16/06/2026;DCSR00100206;OC0063687;CS0001116;Ativo;16/10/2027;VIESAD;120782;120782;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
11033;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;16/06/2026;DCSR99999918;OC0063435;CS0001049;Ativo;30/07/2026;VIESFB;3090,55;3090,55;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
11021;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;16/06/2026;DCSR99999918;OC0063435;CS0001049;Ativo;30/07/2026;VIESFB;3650;3650;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
2439598;OUROS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;16/06/2026;DCSR00100206;OC0063688;CS0001119;Ativo;17/10/2027;COADM;48790;48790;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
441843;SRS;070090174;OI S.A. - EM RECUPERACAO JUDICIAL;16/06/2026;DCN999999996;OC0063051;CS0000703;Ativo;28/08/2027;SRSADM;244;-244,1;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
738966;VIES;090010097;CAMARA COM. ENERGIA ELET. CCEE;16/06/2026;DCN999990030;OC0063711;CS0000952;Ativo;31/03/2050;VIESPD;1;709,19;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
33046;VIESADM;070001544;INFOR DO BRASIL SOFTWARES LTDA.;16/06/2026;DCSR00010507;OC0063010;CS0001125;Ativo;31/12/2028;DDAADM;8749,38;8749,38;30 DIAS;TI;SISTEMA RP INFOR  ;ADMINISTRATIVO;
7632;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;15/06/2026;DCSR99999908;OC0063522;CS0000696;Ativo;30/06/2026;333ADM;3459,19;3459,19;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
1390;SRS;070092497;D & D AMBIENTAL LTDA;15/06/2026;DCSR00070901;OC0063659;CS0001141;Ativo;30/04/2027;SRSFAB;3504,8;3504,8;21 DIAS;QSMA;GESTÃO AMBIENTAL;INDUSTRIAL SRS;
423588;VIES;090004493;AIR PRODUCTS BRASIL LTDA;15/06/2026;DCSR99999901;OC0063436;CS0000828;Ativo;31/03/2050;VIESFB;1390,99;1390,99;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;C
3517;VIES;070001474;NASCIMENTO & ROCHA LOGISTICA E TRAN;15/06/2026;DCSR00260102;OC0063421;CS0000957;Ativo;31/03/2050;VIESAD;616;616;15 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;C
1454171;VIES;070001716;DOCUSIGN BRASIL SOLUCOES EM TECNOLO;15/06/2026;DCSR00010303;OC0063641;CS0000960;Ativo;05/09/2026;VIESAD;537,81;537,81;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
2541;SRS;070091805;SERVIG SERVICOS LTDA;15/06/2026;DCSR00170526;OC0063292;CS0001084;Ativo;23/11/2026;SRSFAB;58323,15;58323,15;30 DIAS;SEGURANÇA PATRIMONIAL;LIMPEZA/FACILITIES;INDUSTRIAL SRS;A
1454174;VIES;070001716;DOCUSIGN BRASIL SOLUCOES EM TECNOLO;15/06/2026;DCSR00010710;OC0063641;CS0000960;Ativo;05/09/2026;VIESAD;53,78;53,78;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
35731;VIES;070091672;ADVANCED INFORMATICA LTDA;15/06/2026;DCSR00010516;OC0063683;CS0001128;Ativo;31/12/2026;VIESAD;1260,04;1260,04;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
7647;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;12/06/2026;DCN220110000;OC0063497;CS0000696;Ativo;30/06/2026;333ADM;52;51,57;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
7646;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;12/06/2026;DCN220110000;OC0063497;CS0000696;Ativo;30/06/2026;333ADM;69;68,82;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
4577;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;12/06/2026;DCN271110002;OC0063486;CS0000877;Ativo;22/02/2026;COFAB;2;398,28;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
362;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;12/06/2026;DCN190520903;OC0063520;CS0000964;Ativo;05/08/2026;SRSADM;3223;12763,08;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
174;VIES;070091680;HASHTAG SERVICOS DE MANUTENCAO LTDA;12/06/2026;DCSR00170514;OC0063342;CS0001072;Ativo;31/12/2026;VIESFB;19000;19000;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;B
409284;VIES;090003569;ELEVADORES OTIS LTDA;12/06/2026;DCSR00140104;OC0063434;CS0000735;Ativo;31/03/2050;VIESFB;643,59;643,59;15 DIAS;MANUFATURA VIES;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;C
2352890;VIES;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;12/06/2026;DCSR00100203;OC0063210;CS0001116;Ativo;16/10/2027;VIESAD;25200;25200;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
3146;VIES;070001474;NASCIMENTO & ROCHA LOGISTICA E TRAN;12/06/2026;DCSR00260102;OC0063080;CS0000957;Ativo;31/03/2050;VIESAD;1223;1223;15 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;C
34974;VIES;070091672;ADVANCED INFORMATICA LTDA;12/06/2026;DCSR00010608;OC0063557;CS0001128;Ativo;31/12/2026;VIESAD;750,24;750,24;21 DIAS;TI;Licença Teams cha /Teams Phone;ADMINISTRATIVO;
21513;VIES;070091656;2E TRANSPORTE E REMOCAO DE ENTULHO;12/06/2026;DCSR00070916;OC0063225;CS0001142;Ativo;30/05/2027;VIESFB;10;3800;30 DIAS;MANUFATURA VIES;GESTÃO AMBIENTAL;INDUSTRIAL VIES;
4569;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;12/06/2026;DCN271110002;OC0063416;CS0000866;Ativo;11/07/2026;SRSFAB;996;995,7;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
94331;SRS;070077759;CONSIGAS DISTRIBUIDORA LTDA;12/06/2026;DCN271110002;OC0063415;CS0000866;Ativo;11/07/2026;SRSFAB;1001;1001,06;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;C
1804;SRS;070091926;PHOBRAS CONSTRUCAO E SERVICOS DE EN;12/06/2026;DCSR00071203;OC0057715;CS0001095;Ativo;30/05/2027;SRSFAB;1941;1941;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
362;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;12/06/2026;DCN210690901;OC0063520;CS0000964;Ativo;05/08/2026;SRSADM;4826;58925,46;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
362;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;12/06/2026;DCN220110002;OC0063520;CS0000964;Ativo;05/08/2026;SRSADM;181;642,55;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
1340;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;12/06/2026;DCSR00140507;OC0063295;CS0000842;Ativo;04/04/2027;VIESFB;5420;5420;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
2352882;SRS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;12/06/2026;DCSR00100203;OC0063211;CS0001117;Ativo;31/10/2026;SRSADM;18173,13;18173,13;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
362;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;12/06/2026;DCN000004060;OC0063520;CS0000964;Ativo;05/08/2026;SRSADM;271;2308,92;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
362;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;12/06/2026;DCN210690914;OC0063520;CS0000964;Ativo;05/08/2026;SRSADM;49;553,21;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
2351360;OUROS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;12/06/2026;DCSR00100203;OC0063205;CS0001119;Ativo;17/10/2027;COADM;2500;2500;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
362;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;12/06/2026;DCN210111901;OC0063520;CS0000964;Ativo;05/08/2026;SRSADM;197;935,75;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
197782;VIES;090095213;SINTEL TECN. E INFORMACAO S.A.;11/06/2026;DCSR00010710;OC0063454;CS0000926;Ativo;18/11/2026;VIESAD;16594,21;16594,21;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
112816;VIES;090002958;OPEN TEXT TECNOLOGIA DA INFORMAÇÃO;11/06/2026;DCSR00010303;OC0063445;CS0000910;Ativo;31/03/2050;VIESAD;68,51;68,51;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
1158;OUROS;070091017;VERZANI & SANDRINI S.A.;11/06/2026;DCSR00170526;OC0062986;CS0001038;Ativo;31/07/2027;COADM;26109,26;26109,26;30 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
3612;VIES;070001654;DCN USINAGEM E SERVICOS EIRELI;11/06/2026;DCSR00140101;OC0063298;CS0001040;Ativo;31/12/2026;VIESFB;12000;12000;20 DIAS;MANUFATURA VIES;MANUTENÇÃO MECÂNICA;INDUSTRIAL VIES;C
3455;SRS;070076124;EQUINIX DO B. S. TEC.INF. LTDA;11/06/2026;DCSR00010310;OC0063440;CS0000982;Ativo;31/08/2026;SRSADM;1;1288,86;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
124389;SRS;070076124;EQUINIX DO B. S. TEC.INF. LTDA;11/06/2026;DCSR99999917;OC0063438;CS0000981;Ativo;31/08/2026;SRSADM;1;4397,39;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
110581;SRS;090004663;DI2S DADOS,INTEG.INF.SOL.LTDA;11/06/2026;DCSR00010517;OC0063444;CS0000977;Ativo;31/03/2050;SRSADM;1661,73;1661,73;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
197649;VIES;090095213;SINTEL TECN. E INFORMACAO S.A.;11/06/2026;DCSR00010303;OC0063446;CS0000926;Ativo;18/11/2026;VIESAD;4630,32;4630,32;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
5877;VIES;070075679;ASSEMET ASS SEG DO TRAB LTDA;11/06/2026;DCSR00040101;OC0063410;CS0000943;Concluído;31/03/2050;VIESAD;160;160;30 DIAS;RECURSOS HUMANOS;SERVIÇOS MEDICOS ;ADMINISTRATIVO;A
74820;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;11/06/2026;DCN999999996;OC0063469;CS0001113;Ativo;25/09/2027;SRSADM;188;188,01;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
74784;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;11/06/2026;DCN999999996;OC0063469;CS0001113;Ativo;25/09/2027;SRSADM;2618;2618,17;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
74754;SRS;070091084;OI S.A. - EM RECUPERACAO JUDICIAL;11/06/2026;DCN999999996;OC0063469;CS0001113;Ativo;25/09/2027;SRSADM;1080;1079,8;15 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;
74120;SRS;070076106;ANDRADE E L. TELECOMUNIC. LTDA;11/06/2026;DCSR99999905;OC0063448;CS0000983;Ativo;31/03/2050;SRSADM;1633,45;1633,45;30 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;B
649;VIES;070001594;N & N CONSTRUCOES LTDA;11/06/2026;DCSR00070203;OC0063390;CS0000758;Ativo;11/11/2026;VIESFB;18139,52;18139,52;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;C
4245212;SRS;090095348;VB SERVICOS COM ADMINIST. LTDA;10/06/2026;DCSR00100501;OC0063239;CS0000929;Ativo;31/03/2050;SRSADM;1030,56;1030,56;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
249527;SRS;070092484;SOFTEXPERT SOFTWARE S.A.;10/06/2026;DCSR00010516;OC0063339;CS0001134;Ativo;25/02/2027;SRSADM;1;440;45 DIAS;SUPPLY;GESTÃO DE COMPRAS;SUPPLY;
43706;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;10/06/2026;DCSR00070901;OC0063257;CS0000894;Ativo;30/03/2027;SRSFAB;975,6;975,6;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
248641;SRS;070092484;SOFTEXPERT SOFTWARE S.A.;10/06/2026;DCSR00010516;OC0062823;CS0001134;Ativo;25/02/2027;SRSADM;1;440;45 DIAS;SUPPLY;GESTÃO DE COMPRAS;SUPPLY;
522026;SRS;070091489;VG Assessoria em Qualidade;10/06/2026;DCSR00140201;OC0063387;CS0001109;Ativo;15/07/2026;SRSFAB;1;2150;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
43711;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;10/06/2026;DCSR00070901;OC0063255;CS0000894;Ativo;30/03/2027;SRSFAB;2550;2550;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
43710;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;10/06/2026;DCSR00070901;OC0063254;CS0000894;Ativo;30/03/2027;SRSFAB;1376,9;1376,9;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
43709;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;10/06/2026;DCSR00070901;OC0063253;CS0000894;Ativo;30/03/2027;SRSFAB;2550;2550;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
43708;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;10/06/2026;DCSR00070901;OC0063252;CS0000894;Ativo;30/03/2027;SRSFAB;1829,1;1829,1;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
43707;SRS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;10/06/2026;DCSR00070901;OC0063256;CS0000894;Ativo;30/03/2027;SRSFAB;2550;2550;21 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
3735;SRS;070090846;TENSAO ELETRICA MANU. E  INST. LTDA;10/06/2026;DCSR00140114;OC0058197;CS0001018;Ativo;30/12/2026;SRSFAB;1;2337,95;21 DIAS;MANUFATURA SRS;MANUTENÇÃO ELÉTRICA;INDUSTRIAL SRS;B
2254182;SRS;090095348;VB SERVICOS COM ADMINIST. LTDA;10/06/2026;DCSR99999929;OC0063239;CS0000929;Ativo;31/03/2050;SRSADM;5975,86;5975,86;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
63;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;10/06/2026;DCN000004485;OC0063405;CS0001139;Ativo;29/06/2027;COADM;2666;10637,34;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
67;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;10/06/2026;DCN000004485;OC0063476;CS0001139;Ativo;29/06/2027;COADM;2670;10653,3;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
4244868;VIES;090095348;VB SERVICOS COM ADMINIST. LTDA;10/06/2026;DCSR00100501;OC0063236;CS0000953;Ativo;31/03/2050;VIESAD;5772,83;5772,83;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
430;VIES;070091430;GMAR EQUIPAMENTOS E SERVICOS AMBIEN;10/06/2026;DCSR00140102;OC0063305;CS0001099;Ativo;01/04/2027;VIESFB;4300;4300;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;B
67;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;10/06/2026;DCN000004486;OC0063476;CS0001139;Ativo;29/06/2027;COADM;124;1362,76;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
13020;VIES;070076010;ADM AR CONDICIONADO LTDA EPP;10/06/2026;DCSR00140103;OC0063389;CS0000712;Ativo;31/03/2050;VIESFB;5271;5271;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
216708;VIES;070001502;THOMSON REUTERS BRASIL CONTEUDO E T;10/06/2026;DCSR00010303;OC0058271;CS0000956;Ativo;01/09/2026;VIESAD;1;16567,98;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
2253837;VIES;090095348;VB SERVICOS COM ADMINIST. LTDA;10/06/2026;DCSR99999929;OC0063236;CS0000953;Ativo;31/03/2050;VIESAD;35114,92;35114,92;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
273182;VIES;090002225;TELEFONICA BRASIL S.A;10/06/2026;DCSR99999905;OC0063244;CS0000937;Ativo;27/03/2027;VIESAD;12,67;12,67;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
603255;VIES;070000748;ALSCO TOALHEIRO BRASIL LTDA;10/06/2026;DCSR99999901;OC0063378;CS0000731;Ativo;31/03/2050;VIESFB;573,72;573,72;30 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
2253622;OUROS;090095348;VB SERVICOS COM ADMINIST. LTDA;10/06/2026;DCSR99999929;OC0063235;CS0001129;Ativo;31/03/2051;COADM;1159,84;1159,84;30 DIAS;RECURSOS HUMANOS;VALE TRANSPORTE ;ADMINISTRATIVO;
4244348;OUROS;090095348;VB SERVICOS COM ADMINIST. LTDA;10/06/2026;DCSR00100501;OC0063235;CS0001129;Ativo;31/03/2051;COADM;323,01;323,01;30 DIAS;RECURSOS HUMANOS;VALE TRANSPORTE ;ADMINISTRATIVO;
63;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;10/06/2026;DCN000004486;OC0063405;CS0001139;Ativo;29/06/2027;COADM;122;1340,78;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
187382;VIES;090002225;TELEFONICA BRASIL S.A;10/06/2026;DCSR99999905;OC0063244;CS0000937;Ativo;27/03/2027;VIESAD;676;676;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
68;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;09/06/2026;DCN200980002;OC0063319;CS0001139;Ativo;29/06/2027;COADM;3;29,97;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
68;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;09/06/2026;DCN000000167;OC0063319;CS0001139;Ativo;29/06/2027;COADM;4;100;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
68;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;09/06/2026;DCN000000168;OC0063319;CS0001139;Ativo;29/06/2027;COADM;2;11;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
68;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;09/06/2026;DCN000000165;OC0063319;CS0001139;Ativo;29/06/2027;COADM;2;80;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
429943;OUROS;090090060;CEMIG GERACAO E TRANSMISSAO SA;09/06/2026;DCN999990000;OC0063367;CS0001144;Ativo;31/12/2027;COFAB;70359;70358,98;7 DIAS;MANUFATURA CO;ENERGIA ELÉTRICA;INDUSTRIAL CO;
3897;OUROS;070091366;TURBONET;09/06/2026;DCSR99999905;OC0063310;CS0001053;Ativo;31/03/2027;COADM;1139,9;1139,9;15 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;C
68;OUROS;070092126;PAULO RICARDO TEIXEIRA DE SOUSA (SU;09/06/2026;DCN000004518;OC0063319;CS0001139;Ativo;29/06/2027;COADM;4;47,96;14 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;
